data/ImagenesCarasRed/s1/2.pgm, 1,
data/ImagenesCarasRed/s2/3.pgm, 2,
data/ImagenesCarasRed/s2/1.pgm, 2,
data/ImagenesCarasRed/s3/1.pgm, 3,
data/ImagenesCarasRed/s3/8.pgm, 3,
data/ImagenesCarasRed/s3/7.pgm, 38,
data/ImagenesCarasRed/s3/3.pgm, 3,
data/ImagenesCarasRed/s4/2.pgm, 4,
data/ImagenesCarasRed/s4/6.pgm, 25,
data/ImagenesCarasRed/s6/6.pgm, 6,
data/ImagenesCarasRed/s7/2.pgm, 7,
data/ImagenesCarasRed/s8/5.pgm, 8,
data/ImagenesCarasRed/s9/1.pgm, 9,
data/ImagenesCarasRed/s10/2.pgm, 10,
data/ImagenesCarasRed/s10/4.pgm, 10,
data/ImagenesCarasRed/s11/10.pgm, 11,
data/ImagenesCarasRed/s13/5.pgm, 13,
data/ImagenesCarasRed/s18/8.pgm, 18,
data/ImagenesCarasRed/s18/4.pgm, 18,
data/ImagenesCarasRed/s19/4.pgm, 19,
data/ImagenesCarasRed/s19/8.pgm, 19,
data/ImagenesCarasRed/s19/2.pgm, 19,
data/ImagenesCarasRed/s19/10.pgm, 19,
data/ImagenesCarasRed/s22/1.pgm, 22,
data/ImagenesCarasRed/s22/6.pgm, 22,
data/ImagenesCarasRed/s23/10.pgm, 38,
data/ImagenesCarasRed/s23/1.pgm, 38,
data/ImagenesCarasRed/s24/6.pgm, 24,
data/ImagenesCarasRed/s25/3.pgm, 25,
data/ImagenesCarasRed/s25/9.pgm, 35,
data/ImagenesCarasRed/s25/5.pgm, 5,
data/ImagenesCarasRed/s26/2.pgm, 5,
data/ImagenesCarasRed/s26/9.pgm, 26,
data/ImagenesCarasRed/s26/4.pgm, 26,
data/ImagenesCarasRed/s27/10.pgm, 19,
data/ImagenesCarasRed/s27/9.pgm, 2,
data/ImagenesCarasRed/s28/9.pgm, 17,
data/ImagenesCarasRed/s28/8.pgm, 26,
data/ImagenesCarasRed/s29/3.pgm, 29,
data/ImagenesCarasRed/s29/7.pgm, 29,
data/ImagenesCarasRed/s30/7.pgm, 30,
data/ImagenesCarasRed/s31/5.pgm, 34,
data/ImagenesCarasRed/s31/4.pgm, 34,
data/ImagenesCarasRed/s31/10.pgm, 34,
data/ImagenesCarasRed/s31/1.pgm, 21,
data/ImagenesCarasRed/s32/7.pgm, 2,
data/ImagenesCarasRed/s33/2.pgm, 33,
data/ImagenesCarasRed/s34/6.pgm, 34,
data/ImagenesCarasRed/s34/5.pgm, 34,
data/ImagenesCarasRed/s36/4.pgm, 36,
data/ImagenesCarasRed/s37/9.pgm, 28,
data/ImagenesCarasRed/s37/4.pgm, 14,
data/ImagenesCarasRed/s39/4.pgm, 39,
data/ImagenesCarasRed/s40/10.pgm, 5,
data/ImagenesCarasRed/s41/8.pgm, 41,
